,Unnamed: 0,id,screen_name,description,created_at,location,is_verified,latest_following_count,latest_followers_count,latest_status_count,array_agg,num_tweets
157,157,19658173,RepLynnJenkins,Proud to represent the 2nd District of Kansas | CPA,2009-01-28 15:54:00,"Topeka, KS",t,4614,20666,5325,"{congressperson,republican,republican}",3403.0
158,158,1531521632,RepBeatty,"Official Twitter account for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.",2013-06-19 17:47:09,Ohio's Third District,t,1233,12872,4751,"{congressperson,democrat,democrat}",3873.0
159,159,161411080,gracenapolitano,Congresswoman from California's 32nd Congressional District in the US House of Representatives,2010-06-30 19:48:06,"El Monte, CA",t,487,20153,1557,"{congressperson,democrat,democrat}",1567.0
160,160,263815367,DelegateDonna,Retired from Congress after 9 terms; 1st female physician in Congress;1st female to represent an offshore Territory; chaired CBC Health Braintrust for 16 yrs,2011-03-10 20:02:19,U.S. Virgin Islands ,t,362,6909,2037,"{congressperson,democrat}",2042.0
161,161,41417564,RepSmucker,Representing the people of PA-16 in the U.S. House of Representatives. Husband & father.,2009-05-20 18:31:13,,t,544,4412,1788,"{congressperson,republican}",1807.0
162,162,2966205003,RepMarkWalker,Member of the U.S. Congress & Chairman of the @RepublicanStudy Committee. Proudly representing the 6th District of North Carolina.,2015-01-07 16:20:28,,t,1360,6111,1960,"{congressperson,republican,republican}",1981.0
163,163,18967498,CongressmanGT,I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05,2009-01-14 04:54:58,"Howard, Pennsylvania ",t,2893,15074,5652,"{congressperson,republican,republican}",3450.0
164,164,42337890,Scotttaylorva,"Dad, Warrior Diplomat, U.S. Congressman VA-02, former Virginia House of Delegates. Author of Trust Betrayed, Navy SEAL, Iraq war.",2009-05-25 03:04:08,,t,3438,8310,5467,"{congressperson,republican}",3458.0
165,165,30216513,BradSherman,Proudly serving California's San Fernando Valley in the U.S. Congress. Admission: Some tweets are prepared by my staff on my behalf. RTs are not an endorsement.,2009-04-10 13:38:03,"Sherman Oaks, CA",t,411,20704,974,"{congressperson,democrat,democrat}",984.0
166,166,23712174,GreggHarper,Devoted husband. Loving father. Principled conservative.,2009-03-11 03:02:52,"Pearl, Mississippi",t,455,19039,2972,"{congressperson,republican,republican}",2970.0
167,167,23124635,TomColeOK04,Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC,2009-03-06 21:54:25,Oklahoma,t,214,13431,1021,"{congressperson,republican,republican}",1025.0
168,168,47798449,RepMimiWalters,"Wife, mother of 4 awesome children, and U.S. Congresswoman proudly serving #CA45.",2009-06-17 00:59:59,"Irvine, CA",t,1006,8364,3425,"{congressperson,republican,republican}",3436.0
169,169,247334603,SenatorDurbin,Serving the people of Illinois. Senate Democratic Whip. Follows/RTs do not equal an endorsement.,2011-02-04 15:50:42,,t,2442,134382,8650,"{democrat,senator,democrat}",4159.0
170,170,817076257770835968,RepEspaillat,U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13,2017-01-05 18:32:15,https://www.facebook.com/Congr,t,383,3808,962,"{congressperson,democrat}",1054.0
171,171,2970279814,RepDebDingell,"Proudly serving the people of Michigan's 12th Congressional District.
http://t.co/e7qwdRk0zg
http://t.co/q9q7Jj0s26",2015-01-09 19:15:50,"Washington, DC",t,2695,16103,1400,"{congressperson,democrat,democrat}",1416.0
172,172,117501995,SenatorCantwell,"U.S. Senator from Washington State | Tweets from Maria are signed –MC | Facebook:https://t.co/qLmMk10nJI
RT≠endorsement",2010-02-25 19:21:52,"Washington, D.C.",t,1486,52346,3340,"{democrat,senator,democrat}",3395.0
173,173,3143431748,CantwellPress,This open twitter account for your most wanted porn material film star.,2015-04-07 14:12:01,,f,0,8,1,"{democrat,senator,democrat}",1.0
174,174,33655490,RepDennisRoss,"Husband, Father, and Conservative Republican Congressman serving Florida's 15th Congressional District. https://t.co/IXwSnVOJw5",2009-04-20 20:43:13,Central Florida and Tampa Bay,t,1481,13430,12493,"{congressperson,republican,republican}",3396.0
175,175,960696949,RepGarrett,"Representing #NJ05.  Fighting for the Constitution, to control spending, and expand liberty and opportunity.",2012-11-20 15:44:58,,t,193,6897,800,"{congressperson,republican}",800.0
176,176,1382011333,USRepRodney,Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.,2013-04-26 14:05:13,,t,100,8021,844,"{congressperson,republican,republican}",854.0
177,177,462143773,RepCicilline,Tweets from the press office of Congressman David N. Cicilline (D-RI).,2012-01-12 16:26:40,Pawtucket/Washington,t,1228,7118,3644,"{congressperson,democrat,democrat}",3682.0
178,178,1061385474,RepLujanGrisham,"Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",2013-01-04 20:46:03,"Albuquerque, NM",t,528,16342,3290,"{congressperson,democrat,democrat}",3302.0
179,179,240363117,RepTomMarino,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,2011-01-19 19:11:27,Pennsylvania,t,938,18600,2889,"{congressperson,republican,republican}",2893.0
180,180,21269970,RoyBlunt,Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.,2009-02-19 02:58:03,Missouri,t,7166,58804,8345,"{senator,republican,republican}",3701.0
181,181,3122099613,DonaldNorcross,Representing New Jersey's 1st Congressional District in the United States House of Representatives,2015-03-27 20:08:34,,t,1081,3974,5869,"{congressperson,democrat,democrat}",3949.0
182,182,817138492614524928,RepTedBudd,Proudly serving the 13th district of North Carolina. #NC13,2017-01-05 22:39:33,"Davie County, North Carolina ",t,64,1173,113,"{congressperson,republican}",121.0
183,183,113036476,onetoughnerd,48th Governor of Michigan. Self-proclaimed nerd. The nation's token-CPA governor.  Working hard to reinvent Michigan through Relentless Positive Action.,2010-02-10 13:59:40,Comeback State,t,507,60314,10444,"{governor,republican}",4162.0
184,184,30354991,KamalaHarris,"Senator for California. Former CA Attorney General. Dedicated to fighting for justice & giving voice to the voiceless. Wife, s-mom, sister, aunt. Aspiring chef.",2009-04-11 00:42:07,,t,714,358512,4891,"{senator,democrat}",3730.0
185,185,242926427,HerreraBeutler,"I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",2011-01-25 22:36:44,,t,1124,12185,481,"{congressperson,republican,republican}",483.0
186,186,2916915026,GovHawaii,"The official Twitter account of Hawaii's Governor David Ige. Updated by staff. To contact our office, visit https://t.co/BMCpRNf9kG",2014-12-02 21:37:45,"Honolulu, HI",f,630,4130,2707,"{governor,democrat}",2771.0
187,187,3317799825,RepTrentKelly,Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives,2015-06-10 19:56:03,,t,2006,2169,484,"{congressperson,republican,republican}",495.0
188,188,26424123,RepMcCaul,News from Congressman Michael McCaul (R-TX 10) and his Press Office,2009-03-25 03:54:11,Texas' 10th District,t,336,18285,2482,"{congressperson,republican,republican}",2490.0
189,189,15808765,CoryBooker,U.S. Senator from New Jersey,2008-08-11 14:41:16,"Newark, NJ",t,92121,2812707,58714,"{senator,democrat,democrat}",4959.0
190,190,747806211983179776,RepMikeCapuano,Representing MA's 7th District in the U.S. House of Representatives; former Mayor of Somerville. https://t.co/W9wgyLij84,2016-06-28 14:57:49,"Somerville, MA",t,118,5429,127,"{congressperson,democrat,democrat}",129.0
191,191,1058051748,TXRandy14,Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14,2013-01-03 15:30:06,"Friendswood, TX",t,401,9086,2111,"{congressperson,republican,republican}",2125.0
192,192,234812598,RepLarryBucshon,Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg,2011-01-06 16:45:56,Indiana's 8th District  ,t,1970,13242,4558,"{congressperson,republican,republican}",3499.0
193,193,240812994,RepYvetteClarke,"U.S. Rep. serving NY's 9th Congressional district. Chair, Multicultural Media Caucus; Co-Chair, Black Women & Girls Caucus; Co-Chair, Caribbean Caucus.",2011-01-20 20:14:21,"Brooklyn, NY",t,3718,31468,9120,"{congressperson,democrat,democrat}",4016.0
194,194,1072467470,RepSeanMaloney,Proud to represent New York's 18th Congressional District,2013-01-09 01:00:33,"Cold Spring, NY ",t,769,14485,2947,"{congressperson,democrat,democrat}",2973.0
195,195,1071402577,SenatorFischer,U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington,2013-01-08 16:49:07,,t,172,34906,3395,"{senator,republican,republican}",3430.0
196,196,322013313,LuisGutierrez,"Political account of Luis V. Gutierrez, Member of Congress from Illinois, immigration reform leader in the House, and author of Still Dreaming.",2011-06-22 14:11:23,,f,71,1408,30,"{congressperson,democrat,democrat}",30.0
197,197,50452197,RepJohnLarson,Member of Congress representing the First Congressional District of Connecticut.,2009-06-24 21:47:31,"Hartford, CT",t,439,18115,2130,"{congressperson,democrat,democrat}",2145.0
198,198,18915145,senrobportman,United States Senator from the Buckeye State.,2009-01-12 20:56:42,Ohio,t,4817,75867,8735,"{senator,republican,republican}",4250.0
199,199,33563161,RepJoseSerrano,"Congressman representing the South Bronx, New York.",2009-04-20 16:06:56,Bronx NY-Wash.DC,t,959,20030,3840,"{congressperson,democrat,democrat}",3438.0
200,200,20545793,RepSchrader,Proudly representing Oregon's 5th Congressional District,2009-02-10 21:04:21,Oregon,t,756,16832,1901,"{congressperson,democrat,democrat}",1906.0
201,201,37007274,repdonyoung,"Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 42 years.",2009-05-01 18:31:38,"Ft. Yukon, AK",t,627,12594,1350,"{congressperson,republican,republican}",1348.0
202,202,193794406,SenCapito,Proudly serving West Virginia in the United States Senate.,2010-09-22 18:06:14,,t,975,26328,4792,"{senator,republican,republican}",3836.0
203,203,89193992,govsambrownback,Official Twitter page for Kansas Governor Sam Brownback. Tweets from the Governor are signed -SDB. #ksleg,2009-11-11 14:18:51,"Topeka, Kansas",t,392,17153,2980,"{governor,republican}",2986.0
204,204,232992031,USRepKeating,Welcome to the official Twitter page of Congressman Bill Keating!,2011-01-01 23:58:47,"Bourne, Ma",t,609,10250,1163,"{congressperson,democrat,democrat}",1163.0
205,205,112740986,RepRonKind,Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.,2010-02-09 15:14:02,"Washington, DC",t,561,10408,1028,"{congressperson,democrat,democrat}",1032.0
206,206,1096059529,SenatorRisch,United States Senator Jim Risch (R-ID),2013-01-16 18:58:23,"Boise & Washington, D.C.",t,133,29642,633,"{senator,republican,republican}",642.0
207,207,993153006,RodneyDavis,Proudly representing the 13th Congressional District of Illinois.,2012-12-06 14:20:04,"Taylorville, IL",t,550,10905,3704,"{congressperson,republican,republican}",3593.0
208,208,1260172386,RepJuanVargas,"Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire US/Mexico border. #CA51",2013-03-11 19:04:01,"SD/Imperial Counties, CA",t,152,11901,1272,"{congressperson,democrat,democrat}",1297.0
209,209,816683274076614656,SenJohnKennedy,The official Twitter page for U.S. Senator John N. Kennedy (R-La) https://t.co/4ceoNzx1Ck,2017-01-04 16:30:40,Louisiana,t,1166,2707,181,"{senator,republican}",202.0
210,210,15764644,NancyPelosi,"Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",2008-08-07 15:35:02,San Francisco,t,319,1078800,4988,"{congressperson,democrat,democrat}",3941.0
211,211,161743731,RepKayGranger,Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the House Appropriations Defense Subcommittee.,2010-07-01 17:14:51,Texas ,t,1124,12991,1346,"{congressperson,republican,republican}",1344.0
212,212,137823987,BlumenauerMedia,Rep. Earl Blumenauer (OR-03) congressional account. Tweets are by staff.,2010-04-27 21:48:06,,t,251,3091,354,"{congressperson,democrat,democrat}",354.0
213,213,14135426,keithellison,"Member of Congress from Minnesota's Fifth District. Co-Chair, @USProgressives. Host of We The Podcast. Subscribe here: https://t.co/NSnxwreA3H",2008-03-12 21:38:12,"Washington, D.C.",t,6391,298704,16614,"{congressperson,democrat,democrat}",4424.0
214,214,2856787757,SenJoniErnst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,2014-11-02 13:32:54,Iowa ,t,49,21555,1326,"{senator,republican,republican}",1343.0
215,215,1055685948,USRepRickNolan,"This is the official Twitter account for U.S Congressman Rick Nolan, proudly serving the people of Minnesota's 8th Congressional District.",2013-01-02 17:51:28,,t,1057,8525,2170,"{congressperson,democrat,democrat}",2176.0
216,216,233761277,CongHuelskamp,Real Conservative: represented Kansas' First District in the U.S. House.,2011-01-04 01:43:06,"Washington, D.C. ",t,3965,19291,6995,"{congressperson,republican}",3478.0
217,217,1074412920,RepPaulCook,Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi,2013-01-09 17:43:44,"Apple Valley, California ",t,1164,7712,1497,"{congressperson,republican,republican}",1495.0
218,218,13491312,RepTimRyan,"Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress",2008-02-14 21:57:32,"Warren, OH",t,2238,42042,4196,"{congressperson,democrat,democrat}",3590.0
219,219,1072382221,RepMattSalmon,Proudly representing the 5th District of #AZ in Congress #AZ05 Visit my page at https://t.co/eZcoayceBJ,2013-01-09 00:05:57,,t,2506,13029,4003,"{congressperson,republican}",3232.0
220,220,22545491,KenCalvert,Official Twitter Account for U.S. Representative Ken Calvert (CA-42),2009-03-02 22:30:20,"Corona, CA ",t,266,10097,3826,"{congressperson,republican,republican}",3618.0
221,221,21111098,SenShelby,The official Twitter page for U.S. Senator Richard Shelby (R-Ala.) https://t.co/YqOy54UpSf,2009-02-17 17:53:43,"Tuscaloosa, Alabama",t,418,39668,1357,"{senator,republican,republican}",1370.0
222,222,18632666,JerryMoran,Proud to represent Kansans in the United States Senate,2009-01-05 14:25:22,Kansas,t,3038,37343,3873,"{senator,republican,republican}",3383.0
223,223,217543151,SenatorTimScott,Official account of U.S. Senator Tim Scott. Honored to represent the great state of South Carolina. RTs and follows dont equal endorsements. #OpportunityAgenda,2010-11-19 20:34:30,South Carolina,t,3965,213177,6087,"{senator,republican,republican}",3744.0
224,224,190328374,RepTomGraves,Conservative Republican representing Georgia's 14th Congressional District #GA14,2010-09-13 17:36:23,"Washington, D.C.",t,2081,14744,3258,"{congressperson,republican,republican}",3261.0
225,225,811986281177772032,RepTrey,Proudly serving my fellow Hoosiers of Indiana's 9th District. Member of the House Financial Services Committee.,2016-12-22 17:26:30,Indiana's 9th District,t,272,1498,61,"{congressperson,republican}",63.0
226,226,252819323,RepTomReed,Tom Reed represents New York's 23rd Congressional District,2011-02-16 00:03:43,,t,386,11869,1433,"{congressperson,republican,republican}",1454.0
227,227,2953713339,RepEvanJenkins,I'm honored to represent the people of West Virginia's 3rd Congressional District in Congress.,2014-12-31 20:52:52,West Virginia,t,573,4874,1791,"{congressperson,republican,republican}",1801.0
228,228,314205957,RepDavidYoung,"Official account of U.S. Congressman David Young, proudly representing all the people in Iowa's 3rd Congressional District. #IA03",2011-06-09 21:48:45,"Van Meter, Iowa",t,762,6030,3302,"{congressperson,republican,republican}",3319.0
229,229,269992801,AsaHutchinson,"Husband of 43 yrs, Dad of 4, Papaw of 5. Lifelong Arkansan. Governor of Arkansas. Former Congressman, Admin. of DEA, Under Sec. of Homeland Security.",2011-03-21 20:32:54,Arkansas ,t,590,24058,3618,"{governor,republican}",3577.0
230,230,249219716,RepFincherTN08,"Congressman, Farmer, and Gospel Singer proudly serving the people of the 8th district of the great state of Tennessee.",2011-02-08 16:24:26,"Frog Jump, TN",t,1170,9349,2964,"{congressperson,republican}",2959.0
231,231,84406725,TerryBranstad,This is the official Twitter account for Iowa Gov. Terry Branstad. It is maintained by Communications Director @BenHammes and communications staff.,2009-10-22 19:45:32,Iowa,t,1038,23525,6913,"{governor,republican}",3360.0
232,232,364415553,RepSarbanes,Representing Maryland’s 3rd District. Chair of the Democracy Reform Task Force. Fighting to put people's interests ahead of special interests.,2011-08-29 18:44:47,Maryland,t,587,13021,835,"{congressperson,democrat,democrat}",840.0
233,233,2914163523,RepLoudermilk,"Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",2014-12-10 18:53:17,,t,1490,5835,974,"{congressperson,republican,republican}",983.0
234,234,16256269,virginiafoxx,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,2008-09-12 13:30:07,"Banner Elk, NC",t,1360,18230,3398,"{congressperson,republican,republican}",3349.0
236,236,33576489,RepBrianHiggins,Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW,2009-04-20 16:47:06,"WNY and Washington, DC",t,3147,19546,11579,"{congressperson,democrat,democrat}",3926.0
237,237,249348006,RepAnnaEshoo,Representing California's 18th Congressional District--the heart of Silicon Valley.,2011-02-08 21:36:03,"Palo Alto, CA",t,751,22860,1433,"{congressperson,democrat,democrat}",1447.0
238,238,18020081,JohnKasich,"Husband, Dad and Governor of Ohio. Learn more about my upcoming book at https://t.co/Vdhq3le6UO",2008-12-10 14:33:27,"Westerville, Ohio",t,10058,666971,9555,"{republican,governor,republican}",3722.0
239,239,2966765501,RepJohnKatko,Official Twitter account of Rep. John Katko. Proudly representing New York's 24th Congressional District.,2015-01-07 21:51:49,"Syracuse, New York",t,202,5337,374,"{congressperson,republican,republican}",379.0
240,240,296361085,SenJohnThune,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",2011-05-10 16:41:48,,t,339,71623,3699,"{senator,republican,republican}",3514.0
241,241,18916432,SpeakerRyan,"Office of the 54th Speaker of the House, Paul Ryan.",2009-01-12 21:31:25,"Janesville, WI",t,181,2005696,11055,"{congressperson,republican,republican}",5063.0
242,242,296245061,RepAdrianSmith,Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives,2011-05-10 12:52:01,"Gering, NE / Washington, DC",t,273,7069,2431,"{congressperson,republican,republican}",2443.0
243,243,199325935,RepAndreCarson,The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy,2010-10-06 15:47:50,Indianapolis,t,976,21783,3057,"{congressperson,democrat,democrat}",3063.0
244,244,1072008757,RepChrisStewart,"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6",2013-01-08 21:08:19,Utah and DC,t,1046,7721,2497,"{congressperson,republican,republican}",2524.0
245,245,19139963,DanaRohrabacher,U.S. Congressman representing CA-48.  Former speechwriter for President Reagan. Surfer and father of 8 year old triplets.,2009-01-18 08:35:01,"Huntington Beach, CA",t,365,25849,12986,"{congressperson,republican,republican}",3545.0
246,246,150078976,ChrisMurphyCT,"U.S. Senator, Connecticut",2010-05-31 01:22:43,,t,165,219501,13289,"{senator,democrat,democrat}",4564.0
247,247,796736612554117120,RepJimmyPanetta,I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.,2016-11-10 15:29:45,,t,333,2384,267,"{congressperson,democrat}",294.0
248,248,240385577,RepMickMulvaney,,2011-01-19 20:18:39,South Carolina's 5th District,t,6133,15619,1440,"{congressperson,republican,republican}",1436.0
249,249,550401754,RepHalRogers,Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP,2012-04-10 19:59:22,"Somerset, KY",t,693,9980,3072,"{congressperson,republican,republican}",3082.0
250,250,132278386,SenatorBarb,U.S. Senator for Maryland,2010-04-12 20:06:38,"Baltimore, MD/Washington DC",t,241,59744,4652,"{senator,democrat}",3222.0
251,251,2962681881,RepGwenGraham,Former Representative of Florida's Second Congressional District https://t.co/1ljTQcy8z1,2015-01-05 20:56:23,,t,955,4300,1256,"{congressperson,democrat}",1254.0
252,252,2724095695,StaceyPlaskett,Proudly representing the Virgin Islands of the United States,2014-08-11 14:40:01,"U.S. Virgin Is. | Wash., DC",t,238,2714,529,"{congressperson,democrat,democrat}",528.0
253,253,17800215,jasoninthehouse,"United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",2008-12-02 04:59:53,Utah/Washington D.C.,t,1422,249834,7503,"{congressperson,republican,republican}",3451.0
254,254,815931811348017152,RepJohnFaso,Representing New York's 19th Congressional District,2017-01-02 14:44:37,NY-19,t,116,2235,174,"{congressperson,republican}",185.0
255,255,815966620300480514,RepGallagher,"Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo.",2017-01-02 17:02:57,"Green Bay, WI",t,297,1699,246,"{congressperson,republican}",268.0
256,256,36686040,MaxineWaters,Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee (@FSCDems).,2009-04-30 15:17:45,"Los Angeles/Washington, D.C.",t,626,251054,2063,"{congressperson,democrat,democrat}",2094.0
257,257,78403308,SenatorIsakson,"Official Page of U.S. Senator Johnny Isakson (R-Ga.)          (Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance)",2009-09-29 20:09:30,GA & DC,t,474,34886,3235,"{senator,republican,republican}",3249.0
258,258,2953922782,RepRyanCostello,"U.S. Congressman #PA06. @HouseCommerce Committee. Husband, dad, Philly sports fan. Ursinus & Villanova alum.",2014-12-31 22:38:23,PA-06 ,t,499,5485,1274,"{congressperson,republican,republican}",1276.0
259,259,18696134,RepSires,U.S. Representative for New Jersey's 8th Congressional District,2009-01-06 21:22:37,"Washington, DC",t,246,13938,1875,"{congressperson,democrat,democrat}",1900.0
260,260,1058460818,RepHolding,"Official Twitter account for Congressman George Holding, representing North Carolina's 2nd Congressional District.",2013-01-03 18:27:36,,t,254,9195,635,"{congressperson,republican,republican}",637.0
261,261,33977070,RepMikeRogersAL,I am proud to represent Alabama's Third Congressional District.,2009-04-21 17:43:28,"Washington, D.C.",t,2862,16793,3077,"{congressperson,republican,republican}",3089.0
262,262,140519774,rosadelauro,"Proud to represent CT's 3rd CD. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need. Tweets from Rosa are signed -Rosa",2010-05-05 18:11:32,"New Haven, CT",t,2606,26297,5298,"{congressperson,democrat,democrat}",3527.0
263,263,20209807,AnderCrenshaw,"Member of Congress, FL-04",2009-02-06 01:48:11,"Washington, D.C.",t,220,10927,1160,"{congressperson,republican}",1160.0
264,264,18773159,RepScottPerry,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",2009-01-08 18:29:58,,t,2714,9069,2869,"{congressperson,republican,republican}",2874.0
265,265,26051676,RepGusBilirakis,"Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",2009-03-23 17:56:32,,t,1202,19897,5060,"{congressperson,republican,republican}",3345.0
266,266,208931294,GovSandoval,Governor of Nevada,2010-10-28 06:14:15,"Carson City, NV",t,4527,27758,3129,"{governor,republican}",3140.0
267,267,24773493,RepTrentFranks,Representing Arizona's Eighth Congressional District.,2009-03-16 21:27:49,"Peoria, AZ",t,2007,27719,2148,"{congressperson,republican,republican}",2151.0
268,268,234374703,Sen_JoeManchin,"I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",2011-01-05 14:13:33,,t,620,68440,4382,"{senator,democrat,democrat}",3396.0
269,269,17513304,RepErikPaulsen,Proudly serving the people of Minnesota's Third Congressional District,2008-11-20 15:28:22,Minnesota's 3rd Congressional,t,2844,16138,4180,"{congressperson,republican,republican}",3436.0
270,270,1045110018,RepDanKildee,"Honored to represent Michigan's Fifth Congressional District. Born and raised in Flint. Proud husband, father and grandfather.",2012-12-29 15:05:47,"Michigan and Washington, D.C.",t,950,23277,3807,"{congressperson,democrat,democrat}",3725.0
271,271,24183358,CongCulberson,"Proud father, happy husband, Jeffersonian Republican. TX Congressman.",2009-03-13 14:54:29,"Houston, TX",t,868,12184,1655,"{congressperson,republican,republican}",1656.0
272,272,246769138,RepEdRoyce,Proudly serving California's 39th Congressional District (#CA39). Chairman of the @HouseForeign Affairs Committee.,2011-02-03 12:40:15,"Fullerton, CA & Washington, DC",t,849,20341,3708,"{congressperson,republican,republican}",3473.0
273,273,2560169238,RepDaveBrat,"Proudly serving Virginia's Seventh Congressional District #VA07. I sit on the House Committees on @HouseBudgetGOP, @EdWorkforce, and the @HouseSmallBiz",2014-06-11 00:22:04,"Washington, DC",t,796,7613,1386,"{congressperson,republican,republican}",1390.0
274,274,1089859058,CongressmanRuiz,Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.,2013-01-14 18:58:43,,t,3,8291,598,"{congressperson,democrat,democrat}",610.0
275,275,211588974,SenatorKirk,I serve the people of the state of Illinois in the United States Senate. Please do not hesitate to contact me if you have any questions or need assistance.,2010-11-03 17:51:13,"Highland Park, Illinois",t,1869,56684,6592,"{senator,republican}",3232.0
276,276,797201048490430465,RepTenney,Official Twitter account of Rep. Claudia Tenney. Honored to represent #NY22 in the 115th Congress.,2016-11-11 22:15:16,New York-22,t,94,1116,200,"{congressperson,republican}",221.0
277,277,1499993378,RepSanfordSC,Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB,2013-06-11 01:55:44,SC-01,t,455,7579,1547,"{congressperson,republican,republican}",1560.0
278,278,234906311,RepEdWhitfield,Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.,2011-01-06 21:36:56,"Hopkinsville, KY",t,912,8760,1067,"{congressperson,republican}",1067.0
279,279,1305596696,Rep_Hunter,Representing California’s 50th District,2013-03-26 21:04:26,,t,238,12191,294,"{congressperson,republican,republican}",293.0
280,280,1206227149,repmarkpocan,"Honored to serve the people of Wisconsin's Second District. First Vice Chair, @USProgressives",2013-02-21 22:59:04,"Madison, WI and Washington, DC",t,5113,16209,2965,"{congressperson,democrat,democrat}",2981.0
281,281,36396752,ButchOtter,If you are having trouble with this account please call Jon Hanian at (208) 334-2100.,2009-04-29 16:17:00,"Boise, Idaho, USA ",f,1663,16494,1407,"{governor,republican}",1410.0
282,282,1048784496,RepKevinCramer,Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce,2012-12-30 20:54:06,,t,637,8864,2001,"{congressperson,republican,republican}",2012.0
283,283,292990703,RepLoisCapps,U.S. Representative from California's 24th Congressional District,2011-05-04 15:39:31,California ,t,2818,12470,2769,"{congressperson,democrat}",2768.0
284,284,3026622545,RepAmata,"Congresswoman Representing American Samoa. Proudly serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz",2015-02-09 16:00:36,"Washington, D.C.",t,152,898,77,"{congressperson,republican,republican}",102.0
285,285,2915095729,AkGovBillWalker,Official Twitter page of Alaska Governor Bill Walker; honored to serve AK w/ @LtGovMallott. RTs ≠ endorsements.,2014-11-30 21:47:17,Alaska,t,546,5468,1437,"{governor,independent}",1456.0
286,286,2964222544,RepHardy,Former Congressman for Nevada's 4th Congressional District,2015-01-06 14:08:31,"Nevada, USA",t,421,3036,1147,"{congressperson,republican}",1147.0
287,287,164369297,NydiaVelazquez,Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.,2010-07-08 18:18:20,NYC and DC,t,3404,29691,1350,"{congressperson,democrat,democrat}",1400.0
288,288,237770636,JohnCarneyDE,Official Twitter page for Governor John Carney.,2011-01-13 15:58:13,"Delaware and Washington, D.C.",t,1172,12977,1668,"{congressperson,democrat}",1680.0
